SUCURSAL,STATUS_SOLICITUD,PRODUCTO,APROBACION_TC,TIPO_CTE,LINEA_CREDITO_FINAL,MESES_VENCIDOS,SALDO_CUENTA,CAPACIDAD_TC,INGRESO_INFERIDO,COMPROBANTE_INGRESOS,SEGMENTO_CLIENTE,CLIENTE_CDE,SUMA_LINEAS_REVOLVENTES,NIVEL_RIESGO,CAPACIDAD_PAGO_TOTAL,SOLICITUDES_RECHAZADAS,SCORE_CLIENTE,SCORE_COMPORTAMIENTO,SUMA_SALDOS_TARJETAS,SUMA_PAGO_MIN_TARJETAS,NUM_CREDITOS,EDAD,TIPO_VIVIENDA,ESCOLARIDAD,TIENE_CUENTA,TARGET_APROBADO,TARGET_PRODUCTO,FLAG_INGRESO_CERO,FLAG_SIN_SCORE_COMP,TIENE_TARJETAS,TIENE_LINEAS_REV,RATIO_SALDO_LINEA,RATIO_DEUDA_INGRESO,RATIO_PAGO_INGRESO,RATIO_REVOLVENTE_INGRESO,SCORE_COMBINADO,EDAD_GRUPO_ORD,SEGMENTO_ORD,ESCOLARIDAD_ORD,NIVEL_RIESGO_ORD,MESES_VENCIDOS_ORD,VIVIENDA_ORD,CLIENTE_BANCO_BIN,COMPROBANTE_INGRESOS_DECLARACION ANUAL,COMPROBANTE_INGRESOS_INVERSIONES,COMPROBANTE_INGRESOS_RECIBO DE NOMINA,COMPROBANTE_INGRESOS_SIN COMPROBANTE,TIPO_CTE_BUENO,TIPO_CTE_MALO,TIPO_CTE_REGULAR,SCORE_CLIENTE_STD,SCORE_COMPORTAMIENTO_STD,SUMA_LINEAS_REVOLVENTES_STD,SUMA_SALDOS_TARJETAS_STD,SUMA_PAGO_MIN_TARJETAS_STD,SOLICITUDES_RECHAZADAS_STD,INGRESO_INFERIDO_STD,RATIO_DEUDA_INGRESO_STD,RATIO_PAGO_INGRESO_STD,RATIO_REVOLVENTE_INGRESO_STD,EDAD_MM,CAPACIDAD_PAGO_TOTAL_MM,CAPACIDAD_TC_MM
134,APROBADA,CLASICA,APROBADO,BUENO,1899.0,1,317.0,37.0,30361.0,INVERSIONES,MEDIO_A,CLIENTE_BANCO,16500,BAJO,0.63,0,241,706,6865,0,0,41,PROPIA,LICENCIATURA,1,1,0.0,0,0,1,1,0.16692996313849395,0.22611244688910115,0.0,0.5434603603306873,0.8038939321548018,1,2,3,0,2,3,1,0,1,0,0,1,0,0,1.6579904953903641,1.3429563483691804,0.18432763064929658,0.22878970264724807,-0.12090730730064678,-1.0863226406669884,1.4937812324273212,0.5060618920894957,-0.11464859499955123,0.19639317123383657,0.4571428571428572,0.525,0.5428571428571429
199,APROBADA,CLASICA,APROBADO,BUENO,1800.0,0,225.0,47.0,0.0,INVERSIONES,ALTO_B,NO_CLIENTE,0,BAJO,0.53,1,162,757,0,0,0,59,PROPIA,LICENCIATURA,1,1,0.0,1,0,0,0,0.125,0.0,0.0,0.0,0.645667104634496,3,3,3,0,1,3,0,0,1,0,0,1,0,0,0.3717671450806548,1.4904321067430188,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-0.532008764771091,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.9714285714285714,0.4416666666666667,0.6380952380952382
184,APROBADA,CLASICA,APROBADO,REGULAR,1400.0,0,476.0,66.0,0.0,INVERSIONES,MEDIO_B,NO_CLIENTE,0,BAJO,0.34,0,196,776,0,0,0,37,RENTA,LICENCIATURA,1,1,0.0,1,0,0,0,0.34,0.0,0.0,0.0,0.73919911610129,1,1,3,0,1,1,0,0,1,0,0,0,0,1,0.9253316249607828,1.5453740559411155,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.34285714285714286,0.2833333333333334,0.8190476190476191
207,APROBADA,CLASICA,APROBADO,BUENO,1400.0,1,200.0,57.0,0.0,INVERSIONES,MEDIO_A,NO_CLIENTE,0,BAJO,0.43,0,215,767,0,0,0,37,PROPIA,LICENCIATURA,1,1,0.0,1,0,0,0,0.14285714285714285,0.0,0.0,0.0,0.7792821309125657,1,2,3,0,2,3,0,0,1,0,0,1,0,0,1.2346764813643838,1.5193489221104381,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.34285714285714286,0.35833333333333334,0.7333333333333334
227,APROBADA,CLASICA,APROBADO,BUENO,800.0,1,114.0,41.0,0.0,INVERSIONES,ALTO_B,NO_CLIENTE,0,BAJO,0.59,0,192,751,0,0,0,27,PROPIA,LICENCIATURA,1,1,0.0,1,0,0,0,0.1425,0.0,0.0,0.0,0.7140557811753464,0,3,3,0,2,3,0,0,1,0,0,1,0,0,0.860206392033709,1.4730820175225672,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.05714285714285705,0.49166666666666664,0.580952380952381
230,APROBADA,CLASICA,APROBADO,BUENO,399.0,1,67.0,14.0,79823.9599999994,RECIBO DE NOMINA,ALTO_B,CLIENTE_BANCO,0,BAJO,0.86,0,252,724,0,0,0,29,PROPIA,LICENCIATURA,1,1,0.0,0,0,0,0,0.16791979949874686,0.0,0.0,0.0,0.841516364070712,0,3,3,0,2,3,1,0,0,1,0,1,0,0,1.8370848859398174,1.3950066160305352,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,4.731764911816721,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.11428571428571421,0.7166666666666667,0.3238095238095239
160,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,ALTO_A,NO_CLIENTE,0,ALTO,0.0,1,134,0,0,0,0,49,PROPIA,POSGRADO,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.10817307692307693,2,4,4,2,0,3,0,0,1,0,0,0,1,0,-0.08410948540886248,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-0.532008764771091,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.6857142857142856,0.0,0.1904761904761905
160,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,1,0.0,0.0,0.0,RECIBO DE NOMINA,MEDIO_B,NO_CLIENTE,5000,ALTO,0.0,0,136,0,4027,340,0,29,FAMILIARES,LICENCIATURA,0,1,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.11298076923076923,0,1,3,2,2,0,0,0,0,1,0,0,1,0,-0.051546868945325536,-0.6985708165706226,-0.15282521132990717,0.017571460919072666,-0.004195716416634938,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.11428571428571421,0.0,0.1904761904761905
161,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,0,120,0,0,0,0,38,FAMILIARES,LICENCIATURA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.07451923076923077,1,1,3,2,0,0,0,0,0,1,0,0,1,0,-0.3120478006536211,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.37142857142857133,0.0,0.1904761904761905
162,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,2,145,0,0,0,0,38,RENTA,LICENCIATURA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.1346153846153846,1,1,3,2,0,1,0,0,1,0,0,0,1,0,0.09498490514059073,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,0.02230511112480621,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.37142857142857133,0.0,0.1904761904761905
163,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,MEDIO_A,NO_CLIENTE,0,ALTO,0.0,1,122,0,0,0,0,51,HIPOTECA,PREPARATORIA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.07932692307692307,2,2,2,2,0,2,0,0,1,0,0,0,1,0,-0.27948518419008417,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-0.532008764771091,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.7428571428571428,0.0,0.1904761904761905
163,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,0,135,0,0,0,0,50,FAMILIARES,PREPARATORIA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.11057692307692307,2,1,2,2,0,0,0,0,1,0,0,0,1,0,-0.06782817717709401,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.7142857142857143,0.0,0.1904761904761905
164,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,2,123,0,0,0,0,60,FAMILIARES,LICENCIATURA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.08173076923076923,3,1,3,2,0,0,0,0,0,1,0,0,1,0,-0.2632038759583157,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,0.02230511112480621,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.9999999999999999,0.0,0.1904761904761905
165,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,ALTO_A,NO_CLIENTE,0,ALTO,0.0,3,134,0,0,0,0,47,PROPIA,POSGRADO,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.10817307692307693,2,4,4,2,0,3,0,0,0,1,0,0,1,0,-0.08410948540886248,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,0.5766189870207035,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.6285714285714284,0.0,0.1904761904761905
167,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,0,130,0,0,0,0,36,RENTA,PREPARATORIA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0985576923076923,1,1,2,2,0,1,0,0,1,0,0,0,1,0,-0.14923471833593638,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.31428571428571417,0.0,0.1904761904761905
167,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,2,156,0,0,0,0,41,RENTA,LICENCIATURA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.16105769230769232,1,1,3,2,0,1,0,0,0,1,0,0,1,0,0.2740792956900439,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,0.02230511112480621,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.4571428571428572,0.0,0.1904761904761905
169,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,0,120,0,0,0,0,60,RENTA,PREPARATORIA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.07451923076923077,3,1,2,2,0,1,0,0,0,1,0,0,1,0,-0.3120478006536211,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.9999999999999999,0.0,0.1904761904761905
169,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,0,134,0,0,0,0,29,RENTA,LICENCIATURA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.10817307692307693,0,1,3,2,0,1,0,0,0,1,0,0,1,0,-0.08410948540886248,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.11428571428571421,0.0,0.1904761904761905
170,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,0,0.0,0.0,0.0,INVERSIONES,MEDIO_B,NO_CLIENTE,91500,ALTO,0.0,3,154,0,14778,0,0,26,FAMILIARES,LICENCIATURA,0,1,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.15625,0,1,3,2,1,0,0,0,1,0,0,0,1,0,0.241516679226507,-0.6985708165706226,2.3831505131223647,0.817714983406604,-0.12090730730064678,0.5766189870207035,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.02857142857142858,0.0,0.1904761904761905
171,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,3,145,0,0,0,0,26,FAMILIARES,LICENCIATURA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.1346153846153846,0,1,3,2,0,0,0,0,0,1,0,0,1,0,0.09498490514059073,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,0.5766189870207035,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.02857142857142858,0.0,0.1904761904761905
172,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,0,120,0,0,0,0,39,FAMILIARES,LICENCIATURA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.07451923076923077,1,1,3,2,0,0,0,0,1,0,0,0,1,0,-0.3120478006536211,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.4,0.0,0.1904761904761905
172,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,BAJO_B,NO_CLIENTE,0,ALTO,0.0,0,135,0,0,0,0,49,RENTA,SECUNDARIA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.11057692307692307,2,0,1,2,0,1,0,0,1,0,0,0,1,0,-0.06782817717709401,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.6857142857142856,0.0,0.1904761904761905
172,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,1,176,0,0,0,0,33,RENTA,LICENCIATURA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.2091346153846154,0,1,3,2,0,1,0,0,1,0,0,0,1,0,0.5997054603254134,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-0.532008764771091,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.22857142857142854,0.0,0.1904761904761905
175,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,ALTO_B,NO_CLIENTE,0,ALTO,0.0,3,156,0,0,0,0,29,RENTA,POSGRADO,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.16105769230769232,0,3,4,2,0,1,0,0,1,0,0,0,1,0,0.2740792956900439,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,0.5766189870207035,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.11428571428571421,0.0,0.1904761904761905
176,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,MEDIO_A,NO_CLIENTE,0,ALTO,0.0,0,142,0,0,0,0,35,PROPIA,LICENCIATURA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.12740384615384615,1,2,3,2,0,3,0,0,0,1,0,0,1,0,0.04614098044528531,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.2857142857142857,0.0,0.1904761904761905
177,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,0,124,0,0,0,0,56,FAMILIARES,PREPARATORIA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.08413461538461539,3,1,2,2,0,0,0,0,1,0,0,0,1,0,-0.24692256772654722,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.8857142857142856,0.0,0.1904761904761905
177,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,ALTO_B,NO_CLIENTE,0,ALTO,0.0,1,125,0,0,0,0,56,FAMILIARES,POSGRADO,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.08653846153846154,3,3,4,2,0,0,0,0,0,1,0,0,1,0,-0.23064125949477873,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-0.532008764771091,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.8857142857142856,0.0,0.1904761904761905
178,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,MEDIO_A,NO_CLIENTE,0,ALTO,0.0,0,120,0,0,0,0,34,HIPOTECA,PREPARATORIA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.07451923076923077,0,2,2,2,0,2,0,0,0,1,0,0,1,0,-0.3120478006536211,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.2571428571428571,0.0,0.1904761904761905
179,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,1,120,0,0,0,0,59,FAMILIARES,PREPARATORIA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.07451923076923077,3,1,2,2,0,0,0,0,0,1,0,0,1,0,-0.3120478006536211,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-0.532008764771091,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.9714285714285714,0.0,0.1904761904761905
179,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,0,122,0,0,0,0,27,RENTA,PREPARATORIA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.07932692307692307,0,1,2,2,0,1,0,0,1,0,0,0,1,0,-0.27948518419008417,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.05714285714285705,0.0,0.1904761904761905
180,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,0,120,0,0,0,0,49,RENTA,LICENCIATURA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.07451923076923077,2,1,3,2,0,1,0,0,1,0,0,0,1,0,-0.3120478006536211,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.6857142857142856,0.0,0.1904761904761905
183,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,MEDIO_A,NO_CLIENTE,0,ALTO,0.0,1,120,0,0,0,0,59,HIPOTECA,PREPARATORIA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.07451923076923077,3,2,2,2,0,2,0,0,1,0,0,0,1,0,-0.3120478006536211,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-0.532008764771091,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.9714285714285714,0.0,0.1904761904761905
184,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,ALTO_B,NO_CLIENTE,0,ALTO,0.0,0,121,0,0,0,0,46,RENTA,POSGRADO,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.07692307692307693,2,3,4,2,0,1,0,0,0,1,0,0,1,0,-0.29576649242185266,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.6,0.0,0.1904761904761905
185,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,MEDIO_A,NO_CLIENTE,0,ALTO,0.0,0,132,0,0,0,1,51,HIPOTECA,PREPARATORIA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.10336538461538461,2,2,2,2,0,2,0,0,0,1,0,0,1,0,-0.11667210187239943,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.7428571428571428,0.0,0.1904761904761905
187,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,0,120,0,0,0,0,41,FAMILIARES,PREPARATORIA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.07451923076923077,1,1,2,2,0,0,0,0,1,0,0,0,1,0,-0.3120478006536211,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.4571428571428572,0.0,0.1904761904761905
187,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,MEDIO_B,NO_CLIENTE,0,ALTO,0.0,1,143,0,0,0,0,59,FAMILIARES,PREPARATORIA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.12980769230769232,3,1,2,2,0,0,0,0,1,0,0,0,1,0,0.062422288677053774,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-0.532008764771091,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.9714285714285714,0.0,0.1904761904761905
189,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,ALTO_B,NO_CLIENTE,0,ALTO,0.0,0,136,0,0,0,0,39,RENTA,POSGRADO,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.11298076923076923,1,3,4,2,0,1,0,0,0,1,0,0,1,0,-0.051546868945325536,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.4,0.0,0.1904761904761905
190,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,MEDIO_A,NO_CLIENTE,0,ALTO,0.0,0,110,0,0,0,0,48,HIPOTECA,LICENCIATURA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.05048076923076923,2,2,3,2,0,2,0,0,0,1,0,0,1,0,-0.47486088297130585,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.6571428571428571,0.0,0.1904761904761905
190,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,MEDIO_A,NO_CLIENTE,0,ALTO,0.0,2,124,0,0,0,0,45,HIPOTECA,LICENCIATURA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.08413461538461539,2,2,3,2,0,2,0,0,0,1,0,0,1,0,-0.24692256772654722,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,0.02230511112480621,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.5714285714285713,0.0,0.1904761904761905
190,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,RECIBO DE NOMINA,MEDIO_A,NO_CLIENTE,0,ALTO,0.0,0,134,0,0,0,0,37,HIPOTECA,PREPARATORIA,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.10817307692307693,1,2,2,2,0,2,0,0,0,1,0,0,1,0,-0.08410948540886248,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-1.0863226406669884,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.34285714285714286,0.0,0.1904761904761905
192,PENDIENTE,CLASICA,PRE-APROBADO,MALO,1.0,SIN_CUENTA,0.0,0.0,0.0,INVERSIONES,ALTO_B,NO_CLIENTE,0,ALTO,0.0,1,133,0,0,0,0,56,RENTA,POSGRADO,0,1,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.10576923076923077,3,3,4,2,0,1,0,0,1,0,0,0,1,0,-0.10039079364063096,-0.6985708165706226,-0.29941340349477835,-0.28213814423926503,-0.12090730730064678,-0.532008764771091,-0.49373472880797004,-0.22151694892031418,-0.11464859499955123,-0.24612184934300496,0.8857142857142856,0.0,0.1904761904761905
